               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 104,           0.0068912,           0.0056662,           0.0028227,             0.67397,             0.71279,             0.71892,             0.48713,            0.011741,           0.0033213,           0.0041207,           0.0025058,           0.0025058,           0.0025058
                 105,           0.0071303,           0.0056052,           0.0026949,             0.63157,              0.7625,             0.73064,              0.5065,             0.01121,           0.0033473,           0.0042684,           0.0024978,           0.0024978,           0.0024978
                 106,           0.0069746,           0.0056091,           0.0028069,             0.65798,             0.73705,             0.71822,             0.49995,            0.011518,            0.003305,           0.0042791,           0.0024897,           0.0024897,           0.0024897
                 107,           0.0068578,           0.0054123,           0.0027384,             0.70191,              0.7014,             0.73011,             0.49748,            0.011594,           0.0033563,           0.0043369,           0.0024816,           0.0024816,           0.0024816
                 108,           0.0068978,            0.005536,           0.0027335,             0.57706,             0.62687,             0.64052,             0.45233,            0.011815,           0.0033809,           0.0051402,           0.0024735,           0.0024735,           0.0024735
                 109,            0.007001,           0.0056206,           0.0025927,             0.61371,             0.69224,             0.68973,             0.48266,            0.011273,           0.0034579,           0.0046939,           0.0024654,           0.0024654,           0.0024654
                 110,           0.0069931,            0.005765,           0.0027966,             0.61419,             0.72079,              0.6999,             0.48828,            0.011095,           0.0034156,           0.0040049,           0.0024573,           0.0024573,           0.0024573
                 111,           0.0068168,           0.0056571,           0.0026985,             0.62152,               0.675,             0.71101,             0.47182,            0.011872,           0.0033489,           0.0046512,           0.0024492,           0.0024492,           0.0024492
                 112,           0.0071267,           0.0056613,            0.002465,             0.60629,             0.68333,             0.68925,             0.47163,            0.011389,           0.0033729,           0.0048488,           0.0024411,           0.0024411,           0.0024411
                 113,           0.0067922,           0.0055994,           0.0026133,             0.59688,             0.70533,             0.71673,             0.49787,            0.011557,           0.0034408,           0.0042608,            0.002433,            0.002433,            0.002433
                 114,           0.0071144,           0.0057613,           0.0024022,             0.72055,             0.71404,             0.74644,             0.51809,            0.011427,           0.0033821,           0.0039573,           0.0024249,           0.0024249,           0.0024249
                 115,           0.0068124,           0.0054014,           0.0026003,             0.70169,             0.67837,             0.73507,             0.49664,            0.011368,           0.0033264,           0.0044664,           0.0024168,           0.0024168,           0.0024168
                 116,           0.0067287,           0.0057383,           0.0024779,              0.6203,             0.70678,             0.70878,             0.48149,            0.011225,           0.0034242,           0.0049125,           0.0024087,           0.0024087,           0.0024087
                 117,           0.0067501,           0.0056694,           0.0024878,             0.63148,             0.75418,             0.72036,             0.50542,            0.011303,           0.0033363,           0.0043505,           0.0024006,           0.0024006,           0.0024006
                 118,           0.0069275,           0.0055541,           0.0024207,             0.60498,             0.60417,             0.62574,               0.414,            0.013083,           0.0036451,           0.0051272,           0.0023925,           0.0023925,           0.0023925
                 119,           0.0068048,           0.0056108,           0.0026272,             0.60638,               0.725,             0.72254,             0.50088,            0.011482,           0.0034769,           0.0046518,           0.0023844,           0.0023844,           0.0023844
                 120,           0.0066134,            0.005576,           0.0025141,             0.64352,             0.73566,             0.72695,             0.49426,            0.011656,           0.0033585,            0.004519,           0.0023763,           0.0023763,           0.0023763
                 121,           0.0068667,           0.0055675,           0.0022324,             0.69432,             0.64478,             0.68208,              0.4561,            0.012595,           0.0035075,           0.0050014,           0.0023682,           0.0023682,           0.0023682
                 122,           0.0065488,           0.0054341,           0.0024541,             0.60688,              0.6375,             0.66911,             0.46378,            0.011422,           0.0035765,           0.0051541,           0.0023601,           0.0023601,           0.0023601
                 123,           0.0066477,           0.0055185,           0.0022587,              0.6673,               0.675,             0.69711,             0.48303,            0.011293,           0.0035288,           0.0047582,            0.002352,            0.002352,            0.002352
                 124,           0.0067396,           0.0054615,           0.0024147,             0.76907,             0.73333,               0.771,             0.52101,            0.011395,           0.0034505,           0.0043907,           0.0023439,           0.0023439,           0.0023439
                 125,           0.0066963,           0.0054727,           0.0019915,             0.66781,             0.68333,             0.75226,             0.52456,            0.011371,           0.0033899,           0.0045285,           0.0023358,           0.0023358,           0.0023358
                 126,           0.0065911,           0.0054807,            0.002368,              0.6825,             0.69228,             0.70872,             0.48682,            0.012191,           0.0035197,           0.0047187,           0.0023277,           0.0023277,           0.0023277
                 127,           0.0066461,           0.0054993,           0.0023262,             0.72633,             0.69981,             0.76284,             0.53745,            0.011009,           0.0034552,           0.0037287,           0.0023196,           0.0023196,           0.0023196
                 128,           0.0066151,           0.0055378,           0.0021798,             0.67813,             0.71589,             0.73867,             0.50653,             0.01124,           0.0035086,           0.0042517,           0.0023115,           0.0023115,           0.0023115
                 129,           0.0067341,           0.0055561,           0.0022005,             0.63186,             0.67083,             0.70839,             0.46958,            0.011438,           0.0034917,           0.0054563,           0.0023034,           0.0023034,           0.0023034
                 130,           0.0065453,           0.0054318,            0.002176,             0.78644,             0.71465,             0.76545,             0.52177,             0.01145,           0.0033377,           0.0038794,           0.0022953,           0.0022953,           0.0022953
                 131,           0.0064566,           0.0055236,           0.0022235,             0.60237,             0.70796,             0.70953,             0.48291,            0.011839,           0.0033928,           0.0047693,           0.0022872,           0.0022872,           0.0022872
                 132,           0.0066241,           0.0054188,           0.0022211,              0.6952,             0.66225,             0.72881,             0.50471,            0.011402,            0.003425,           0.0044371,           0.0022791,           0.0022791,           0.0022791
                 133,           0.0066102,           0.0051798,           0.0020266,             0.62225,              0.6418,             0.68808,             0.47697,            0.011752,           0.0033616,           0.0051661,            0.002271,            0.002271,            0.002271
                 134,           0.0066231,           0.0053839,           0.0020757,             0.67448,               0.725,             0.72749,             0.50581,            0.011515,           0.0034722,           0.0044847,           0.0022629,           0.0022629,           0.0022629
                 135,           0.0064438,           0.0053809,           0.0020711,              0.6715,             0.70593,              0.7303,              0.4902,            0.011062,           0.0035087,           0.0042795,           0.0022548,           0.0022548,           0.0022548
                 136,           0.0065894,           0.0054447,           0.0020504,             0.65559,             0.69583,             0.73393,             0.50591,            0.011464,           0.0033495,            0.004626,           0.0022467,           0.0022467,           0.0022467
                 137,           0.0064279,           0.0053315,           0.0019544,             0.69186,              0.6875,             0.72326,             0.49501,            0.012026,            0.003367,           0.0047241,           0.0022386,           0.0022386,           0.0022386
                 138,           0.0064568,           0.0053429,           0.0018905,              0.7146,             0.70256,             0.72933,             0.49105,            0.011792,           0.0033935,           0.0045564,           0.0022305,           0.0022305,           0.0022305
                 139,           0.0065419,           0.0054417,           0.0020315,             0.70325,             0.66667,             0.72187,             0.50171,            0.011043,             0.00338,           0.0044847,           0.0022224,           0.0022224,           0.0022224
                 140,           0.0062915,           0.0055066,            0.001738,             0.75897,             0.68494,             0.72608,             0.49708,            0.011219,           0.0034785,           0.0045445,           0.0022143,           0.0022143,           0.0022143
                 141,           0.0064446,           0.0053517,           0.0019054,             0.60569,             0.67917,              0.6837,             0.47297,             0.01115,           0.0034214,           0.0055669,           0.0022062,           0.0022062,           0.0022062
                 142,           0.0064846,           0.0054419,           0.0018831,              0.6393,             0.70758,             0.71302,             0.49114,            0.011024,           0.0034325,            0.004544,           0.0021981,           0.0021981,           0.0021981
                 143,           0.0063908,           0.0053508,           0.0019283,             0.58454,             0.65227,             0.67628,             0.46215,            0.011279,           0.0033559,            0.005482,             0.00219,             0.00219,             0.00219
                 144,            0.006268,           0.0052163,           0.0018111,             0.77472,             0.64852,             0.73653,             0.50714,            0.011131,           0.0034596,           0.0043381,           0.0021819,           0.0021819,           0.0021819
                 145,           0.0063156,           0.0053144,            0.001956,             0.61581,             0.73319,             0.72924,             0.50704,            0.011042,           0.0035572,           0.0045105,           0.0021738,           0.0021738,           0.0021738
                 146,           0.0062952,           0.0054262,           0.0019883,             0.62118,             0.68246,             0.70393,             0.49381,            0.010938,           0.0034474,           0.0050269,           0.0021657,           0.0021657,           0.0021657
                 147,           0.0063388,           0.0053214,           0.0018131,             0.69484,             0.66218,             0.71771,             0.49709,            0.011179,           0.0035193,           0.0044183,           0.0021576,           0.0021576,           0.0021576
                 148,           0.0063404,           0.0053759,           0.0018511,             0.69359,             0.67407,             0.73154,             0.51685,            0.010778,           0.0034309,           0.0045422,           0.0021495,           0.0021495,           0.0021495
                 149,            0.006193,            0.005292,           0.0019056,             0.67555,             0.68333,              0.7035,             0.49198,            0.011081,           0.0033855,           0.0048421,           0.0021414,           0.0021414,           0.0021414
                 150,           0.0062878,           0.0054138,            0.001823,             0.60497,              0.6625,             0.69748,             0.48102,            0.011363,           0.0034141,           0.0050951,           0.0021333,           0.0021333,           0.0021333
                 151,           0.0061904,           0.0053646,           0.0018279,             0.63209,                0.75,             0.71974,             0.49494,            0.011068,           0.0034142,           0.0046348,           0.0021252,           0.0021252,           0.0021252
                 152,           0.0064195,           0.0053502,           0.0016731,             0.65675,              0.7469,             0.72618,             0.48774,            0.011037,           0.0034586,           0.0047212,           0.0021171,           0.0021171,           0.0021171
                 153,           0.0062743,           0.0053528,           0.0017284,             0.66487,             0.68429,             0.71075,             0.47851,            0.011303,            0.003438,           0.0047861,            0.002109,            0.002109,            0.002109
