               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 100,            0.019855,            0.010351,           0.0095221,             0.51108,             0.87208,             0.55377,             0.38086,            0.013071,           0.0035247,            0.020917,           0.0080398,           0.0080398,           0.0080398
                 101,            0.021052,           0.0099755,           0.0089964,             0.51476,             0.94004,             0.56775,             0.43075,            0.011587,           0.0027597,            0.018054,             0.00802,             0.00802,             0.00802
                 102,            0.023124,            0.010381,             0.01002,             0.48652,              0.8712,             0.59738,             0.44671,            0.010118,           0.0031821,            0.014972,           0.0080002,           0.0080002,           0.0080002
                 103,            0.021796,           0.0099036,            0.011437,              0.4548,             0.79063,             0.55786,             0.34078,            0.015697,           0.0043974,            0.013088,           0.0079804,           0.0079804,           0.0079804
                 104,            0.021396,             0.01023,           0.0080139,             0.51313,             0.79649,             0.59051,             0.44111,            0.010911,           0.0030215,            0.013786,           0.0079606,           0.0079606,           0.0079606
                 105,            0.021023,           0.0092802,            0.013176,             0.52704,             0.83333,             0.58469,              0.4669,            0.010123,           0.0026627,            0.013415,           0.0079408,           0.0079408,           0.0079408
                 106,            0.020634,            0.011252,           0.0083703,             0.54326,             0.79533,             0.58813,             0.47344,            0.011631,            0.002924,            0.012663,            0.007921,            0.007921,            0.007921
                 107,            0.021576,           0.0095356,           0.0094096,             0.49312,             0.80208,             0.60906,             0.46999,            0.011007,           0.0029337,            0.012529,           0.0079012,           0.0079012,           0.0079012
                 108,            0.020668,            0.011083,            0.010657,             0.52928,             0.83333,             0.70798,             0.57203,            0.012292,           0.0026044,            0.011141,           0.0078814,           0.0078814,           0.0078814
                 109,            0.020191,            0.010187,           0.0084251,             0.70867,             0.68403,             0.72384,             0.56143,            0.010662,           0.0030192,            0.012167,           0.0078616,           0.0078616,           0.0078616
                 110,            0.020194,           0.0095158,           0.0078792,             0.51745,             0.93624,             0.59488,             0.45525,            0.011103,           0.0026583,            0.013609,           0.0078418,           0.0078418,           0.0078418
                 111,            0.024091,           0.0099754,           0.0073821,             0.53112,             0.91319,             0.61598,             0.47441,            0.010676,           0.0031896,            0.011491,            0.007822,            0.007822,            0.007822
                 112,            0.022755,           0.0099079,           0.0082354,              0.5879,             0.76614,             0.69706,             0.53929,            0.010416,           0.0033613,             0.01255,           0.0078022,           0.0078022,           0.0078022
                 113,            0.018649,           0.0096666,           0.0099895,             0.53571,             0.83478,             0.69338,             0.57482,            0.010188,           0.0029827,            0.011966,           0.0077824,           0.0077824,           0.0077824
                 114,            0.023355,            0.009571,            0.010361,             0.54003,             0.88889,             0.63852,             0.51971,           0.0091897,           0.0029899,            0.020807,           0.0077626,           0.0077626,           0.0077626
                 115,            0.024919,            0.009476,           0.0081515,             0.52129,             0.89462,             0.61694,                0.48,            0.010717,           0.0031301,             0.02334,           0.0077428,           0.0077428,           0.0077428
                 116,             0.02376,           0.0098024,           0.0070217,             0.59204,             0.77804,             0.63373,             0.49605,           0.0099366,           0.0027813,             0.03407,            0.007723,            0.007723,            0.007723
                 117,            0.020365,           0.0094105,           0.0096665,             0.52534,             0.88889,             0.67689,             0.53876,           0.0099886,            0.002685,            0.019482,           0.0077032,           0.0077032,           0.0077032
                 118,            0.020185,            0.010187,           0.0090469,             0.54464,             0.94444,             0.64849,             0.52429,           0.0097518,           0.0029107,            0.014499,           0.0076834,           0.0076834,           0.0076834
                 119,            0.024248,            0.009724,           0.0088096,             0.55925,             0.77778,             0.64219,             0.44699,            0.016948,           0.0034021,            0.011578,           0.0076636,           0.0076636,           0.0076636
                 120,            0.022528,           0.0099738,           0.0077742,             0.63227,             0.69097,             0.65681,             0.49248,            0.012743,           0.0028408,            0.012721,           0.0076438,           0.0076438,           0.0076438
                 121,            0.022571,            0.009984,           0.0099877,             0.52025,             0.73958,             0.60697,             0.48209,            0.011548,           0.0030715,             0.01411,            0.007624,            0.007624,            0.007624
                 122,             0.02588,            0.011608,           0.0085908,             0.61382,             0.77871,             0.68616,             0.54209,            0.010734,            0.002771,            0.011503,           0.0076042,           0.0076042,           0.0076042
                 123,            0.025367,             0.01069,            0.014818,             0.48249,             0.72812,             0.60013,             0.44798,             0.01416,           0.0036681,            0.012879,           0.0075844,           0.0075844,           0.0075844
                 124,            0.023353,            0.010226,             0.01022,             0.65662,             0.70505,              0.7276,             0.56764,            0.009491,            0.002645,            0.010659,           0.0075646,           0.0075646,           0.0075646
                 125,            0.021095,            0.010506,            0.010546,             0.54811,             0.87609,             0.70975,             0.54652,            0.009208,            0.003056,            0.010465,           0.0075448,           0.0075448,           0.0075448
                 126,            0.016173,           0.0096383,           0.0090819,             0.59266,             0.72812,             0.63186,             0.49746,           0.0088696,           0.0028395,            0.024866,            0.007525,            0.007525,            0.007525
                 127,            0.018892,             0.01019,            0.008226,             0.57028,             0.89684,             0.75976,             0.58687,            0.010008,           0.0029986,           0.0086903,           0.0075052,           0.0075052,           0.0075052
                 128,            0.022729,           0.0095384,            0.010454,             0.74247,             0.71517,             0.76779,             0.56285,            0.013686,           0.0035588,           0.0083767,           0.0074854,           0.0074854,           0.0074854
                 129,            0.018103,           0.0099837,           0.0093854,             0.71599,             0.80208,             0.83327,             0.62152,            0.011665,           0.0031835,           0.0099274,           0.0074656,           0.0074656,           0.0074656
                 130,            0.016192,           0.0093735,           0.0078202,             0.63752,             0.81998,             0.72712,             0.51421,            0.013816,           0.0038261,           0.0095413,           0.0074458,           0.0074458,           0.0074458
                 131,            0.022324,           0.0097898,           0.0094154,             0.67216,             0.84854,             0.75802,             0.57698,            0.009586,           0.0032259,           0.0088873,            0.007426,            0.007426,            0.007426
                 132,             0.02065,           0.0097042,           0.0092474,             0.56133,             0.71528,             0.66159,             0.49104,            0.015537,           0.0033581,           0.0098005,           0.0074062,           0.0074062,           0.0074062
                 133,             0.02037,           0.0094228,            0.011503,             0.53312,             0.93027,             0.63365,             0.48216,           0.0098246,            0.002893,           0.0098656,           0.0073864,           0.0073864,           0.0073864
                 134,            0.019374,            0.010937,           0.0080796,             0.63321,             0.81114,             0.64405,             0.52346,           0.0078353,           0.0026268,             0.01199,           0.0073666,           0.0073666,           0.0073666
                 135,            0.019055,           0.0087742,           0.0074864,              0.5152,             0.88837,             0.58071,             0.47772,           0.0086456,           0.0025378,            0.013824,           0.0073468,           0.0073468,           0.0073468
                 136,             0.01629,           0.0098578,            0.006602,             0.53559,             0.94444,             0.59445,             0.46047,            0.009178,            0.002815,            0.015985,            0.007327,            0.007327,            0.007327
                 137,            0.020821,            0.010008,           0.0076671,             0.50763,             0.83333,             0.67399,             0.52171,            0.011984,           0.0028641,            0.010802,           0.0073072,           0.0073072,           0.0073072
                 138,            0.017207,            0.010303,           0.0069622,             0.56709,             0.87148,             0.60928,             0.49425,           0.0096833,            0.002672,            0.015591,           0.0072874,           0.0072874,           0.0072874
                 139,            0.020831,            0.009209,            0.010981,             0.50708,             0.78829,             0.70553,             0.52197,           0.0098818,           0.0030313,            0.011209,           0.0072676,           0.0072676,           0.0072676
                 140,            0.018967,            0.010892,           0.0076084,             0.62452,             0.79897,             0.66973,             0.53366,           0.0093138,           0.0026348,             0.01086,           0.0072478,           0.0072478,           0.0072478
                 141,            0.016768,            0.010143,           0.0067414,             0.61882,             0.85764,             0.75537,             0.58802,            0.010302,           0.0026931,            0.011215,            0.007228,            0.007228,            0.007228
                 142,            0.020779,           0.0093222,           0.0071568,               0.681,             0.71487,             0.73563,             0.59286,            0.011651,           0.0026758,            0.010691,           0.0072082,           0.0072082,           0.0072082
                 143,            0.016329,           0.0095002,           0.0070193,             0.66219,             0.63542,             0.70928,             0.55501,            0.011582,           0.0030831,            0.013142,           0.0071884,           0.0071884,           0.0071884
                 144,            0.021339,           0.0096676,           0.0094208,             0.61237,             0.76661,             0.64507,              0.5292,           0.0097092,            0.002987,            0.017816,           0.0071686,           0.0071686,           0.0071686
                 145,            0.021536,           0.0096155,           0.0076757,             0.54487,             0.83619,             0.64994,             0.48197,            0.013109,           0.0039847,            0.012784,           0.0071488,           0.0071488,           0.0071488
                 146,            0.021321,           0.0097531,           0.0086392,             0.63075,             0.82326,             0.67407,             0.45301,            0.014393,           0.0039957,            0.010774,            0.007129,            0.007129,            0.007129
                 147,            0.023518,           0.0091078,           0.0075212,             0.64233,             0.62847,             0.66051,             0.47768,            0.012899,           0.0036023,            0.012005,           0.0071092,           0.0071092,           0.0071092
                 148,            0.022044,           0.0090323,           0.0067984,             0.59646,             0.74653,             0.64947,             0.51035,           0.0095418,           0.0028791,            0.013036,           0.0070894,           0.0070894,           0.0070894
                 149,            0.018135,           0.0089605,           0.0063878,              0.6238,             0.76707,             0.66733,             0.51661,            0.013014,           0.0038499,            0.012263,           0.0070696,           0.0070696,           0.0070696
                 150,            0.019506,            0.010174,            0.008689,             0.50708,             0.88194,             0.59888,             0.44188,            0.011582,           0.0038624,            0.017459,           0.0070498,           0.0070498,           0.0070498
                 151,            0.018373,           0.0097302,           0.0063097,             0.53866,             0.90625,             0.66476,             0.50405,           0.0090518,             0.00293,             0.02121,             0.00703,             0.00703,             0.00703
                 152,            0.016999,            0.009695,           0.0078161,             0.54912,              0.9322,             0.58167,             0.37947,             0.01415,           0.0038393,            0.013924,           0.0070102,           0.0070102,           0.0070102
                 153,            0.019018,           0.0089565,           0.0086413,             0.62056,             0.87655,             0.69469,             0.56372,             0.01004,           0.0026665,           0.0094902,           0.0069904,           0.0069904,           0.0069904
